reference,author,title,city,editorial,year,catalog
"Del Solar Ordóñez, José Juan, Cartas a la directora de HOY. Badajoz, Editamás, 2022. Delgado Expósito, J. Carlos, Ardila: el último afluente: anotaciones de un  naturalista. S. l, autoedición, 2022",,,,,,2022-2023
"Requejo Coronado, Antonio, Trémula inquietud. Azuaga, Stela Literaria, 2022. Regidor, Yolanda, La última cabaña. Barcelona, Ed. Lumen, 2022. Novela Reguero Bermejo, Luis Miguel, Arroyo de la Luz en el siglo XVI: análisis e interpretación de documentación escrita. Arroyo de la Luz, Ayuntamiento, 2022.",,,,,,2022-2023
"Cáceres, J.A., Cuaderno español.  ‎Barcelona, Luces de Gálibo, 2023. Poesía visual.",,,,,,2022-2023
"Martín Nieto, Dionisio Á., Los archivos municipales del Partido de la Serena en 1634: radiografía de unos concejos pertenecientes a la Orden de Alcántara. Badajoz, Diputación, 2022.",,,,,,2022-2023
"Rodríguez Cañada, Basilio, De revelaciones y naufragios (Poesía 2011-2023). Madrid, Pigmalión, 2023 Rodríguez Carrero, Samuel, Gárgolas de la provincia de Badajoz. Badajoz, Editamás, 2023.  Rodríguez Carrero, Samuel, Poemas extremeños, y otras poesías. Badajoz, Editamás, 2022. Rodríguez Carrero, Samuel, Un año de poesía.  Badajoz, Editamás, 2022. Rodríguez Casillas, Carlos, La ley de las armas. Badajoz, Diputación, 2023 Rodríguez de Lázaro Arias, Francisco, Constitución deseada española. Azuaga, Stela Literaria, 2022.",,,,,,2022-2023
"Anónimo, Construyendo puentes: Ecumenismo y diálogo interreligioso en la diócesis de Coria. Cáceres, Obispado de Coria- Cáceres, 2022.",,,,,,2022-2023
"Pozas, Leandro, Los caballos bermejos del simún. Mérida, De la luna libros, 2022. Narrativa.   Prieto Mendo, Julio, Una semana negra en Gijón. Madrid, Estudio Ediciones, 2023. Novela. Autor placentino, residente en Trujillo.",,,,,,2022-2023
"Gabardino, Guillermo, Tiempo se Semana Santa. Badajoz, Fundación CB, 2022.",,,,,,2022-2023
"Romero Mateos, Pilar, Villatrol.  Infancia Empoderada Ediciones, 2023. Cuento infantil",,,,,,2022-2023
"Cachadiña Gutiérrez, Gustavo José, La llamada del heavy metal. Badajoz, Editamás, 2023.  Calviño, Alejandre, La corona del mar. Madrid, Ed. Pamies, 2022 Caldera Fernández de los Muros, Javier y Gracia  Santos, Miguel, Lo que sucede cuando se quiere apuntar más lejos / [obra fotográfica + textos obra]. Mérida, Junta de Extremadura, 2022.",,,,,,2022-2023
